"Lang","To","From","ToExposed","PairDirFound","Token","IndexExists","HasRelated","RelatedCount","HasExplainer","HasTitle","HasH1"
"de","flac","md","True","True","in","True","False","0","False","True","True"
"de","flac","mkv","True","True","in","True","False","0","False","True","True"
"de","flac","mov","True","True","in","True","False","0","False","True","True"
"de","flac","mp3","True","True","in","True","False","0","False","True","True"
"de","flac","mp4","True","True","in","True","False","0","False","True","True"
"de","flac","ogg","True","True","in","True","False","0","False","True","True"
"de","flac","opus","True","True","in","True","False","0","False","True","True"
"de","flac","pdf","True","True","in","True","False","0","False","True","True"
"de","flac","png","True","True","in","True","False","0","False","True","True"
"de","flac","pptx","True","True","in","True","False","0","False","True","True"
"de","flac","rar","True","True","in","True","False","0","False","True","True"
"de","flac","rtf","True","True","in","True","False","0","False","True","True"
"de","flac","svg","True","True","in","True","False","0","False","True","True"
"de","flac","tar","True","True","in","True","False","0","False","True","True"
"de","flac","tar.bz2","True","True","in","True","False","0","False","True","True"
"de","flac","tar.gz","True","True","in","True","False","0","False","True","True"
"de","flac","tar.xz","True","True","in","True","False","0","False","True","True"
"de","flac","tbz","True","True","in","True","False","0","False","True","True"
"de","flac","tgz","True","True","in","True","False","0","False","True","True"
"de","flac","tiff","True","True","in","True","False","0","False","True","True"
"de","flac","tsv","True","True","in","True","False","0","False","True","True"
"de","flac","txt","True","True","in","True","False","0","False","True","True"
"de","flac","txz","True","True","in","True","False","0","False","True","True"
"de","flac","wav","True","True","in","True","False","0","False","True","True"
"de","flac","webm","True","True","in","True","False","0","False","True","True"
"de","flac","webp","True","True","in","True","False","0","False","True","True"
"de","flac","xlsx","True","True","in","True","False","0","False","True","True"
"de","flac","zip","True","True","in","True","False","0","False","True","True"
"de","gif","7z","True","True","in","True","False","0","False","True","True"
"de","gif","aac","True","True","in","True","False","0","False","True","True"
"de","gif","aiff","True","True","in","True","False","0","False","True","True"
"de","gif","bmp","True","True","in","True","False","0","False","True","True"
"de","gif","csv","True","True","in","True","False","0","False","True","True"
"de","gif","docx","True","True","in","True","False","0","False","True","True"
"de","gif","flac","True","True","in","True","False","0","False","True","True"
"de","gif","html","True","True","in","True","False","0","False","True","True"
"de","gif","jpeg","True","True","in","True","False","0","False","True","True"
"de","gif","jpg","True","True","in","True","False","0","False","True","True"
"de","gif","json","True","True","in","True","False","0","False","True","True"
"de","gif","jsonl","True","True","in","True","False","0","False","True","True"
"de","gif","m4a","True","True","in","True","False","0","False","True","True"
"de","gif","m4v","True","True","in","True","False","0","False","True","True"
"de","gif","md","True","True","in","True","False","0","False","True","True"
"de","gif","mkv","True","True","in","True","False","0","False","True","True"
"de","gif","mov","True","True","in","True","False","0","False","True","True"
"de","gif","mp3","True","True","in","True","False","0","False","True","True"
"de","gif","mp4","True","True","in","True","False","0","False","True","True"
"de","gif","ogg","True","True","in","True","False","0","False","True","True"
"de","gif","opus","True","True","in","True","False","0","False","True","True"
"de","gif","pdf","True","True","in","True","False","0","False","True","True"
"de","gif","png","True","True","in","True","False","0","False","True","True"
"de","gif","pptx","True","True","in","True","False","0","False","True","True"
"de","gif","rar","True","True","in","True","False","0","False","True","True"
"de","gif","rtf","True","True","in","True","False","0","False","True","True"
"de","gif","svg","True","True","in","True","False","0","False","True","True"
"de","gif","tar","True","True","in","True","False","0","False","True","True"
"de","gif","tar.bz2","True","True","in","True","False","0","False","True","True"
"de","gif","tar.gz","True","True","in","True","False","0","False","True","True"
"de","gif","tar.xz","True","True","in","True","False","0","False","True","True"
"de","gif","tbz","True","True","in","True","False","0","False","True","True"
"de","gif","tgz","True","True","in","True","False","0","False","True","True"
"de","gif","tiff","True","True","in","True","False","0","False","True","True"
"de","gif","tsv","True","True","in","True","False","0","False","True","True"
"de","gif","txt","True","True","in","True","False","0","False","True","True"
"de","gif","txz","True","True","in","True","False","0","False","True","True"
"de","gif","wav","True","True","in","True","False","0","False","True","True"
"de","gif","webm","True","True","in","True","False","0","False","True","True"
"de","gif","webp","True","True","in","True","False","0","False","True","True"
"de","gif","xlsx","True","True","in","True","False","0","False","True","True"
"de","gif","zip","True","True","in","True","False","0","False","True","True"
"de","html","7z","True","True","in","True","False","0","False","True","True"
"de","html","aac","True","True","in","True","False","0","False","True","True"
"de","html","aiff","True","True","in","True","False","0","False","True","True"
"de","html","bmp","True","True","in","True","False","0","False","True","True"
"de","html","csv","True","True","in","True","False","0","False","True","True"
"de","html","docx","True","True","in","True","False","0","False","True","True"
"de","html","flac","True","True","in","True","False","0","False","True","True"
"de","html","gif","True","True","in","True","False","0","False","True","True"
"de","html","jpeg","True","True","in","True","False","0","False","True","True"
"de","html","jpg","True","True","in","True","False","0","False","True","True"
"de","html","json","True","True","in","True","False","0","False","True","True"
"de","html","jsonl","True","True","in","True","False","0","False","True","True"
"de","html","m4a","True","True","in","True","False","0","False","True","True"
"de","html","m4v","True","True","in","True","False","0","False","True","True"
"de","html","md","True","True","in","True","False","0","False","True","True"
"de","html","mkv","True","True","in","True","False","0","False","True","True"
"de","html","mov","True","True","in","True","False","0","False","True","True"
"de","html","mp3","True","True","in","True","False","0","False","True","True"
"de","html","mp4","True","True","in","True","False","0","False","True","True"
"de","html","ogg","True","True","in","True","False","0","False","True","True"
"de","html","opus","True","True","in","True","False","0","False","True","True"
"de","html","pdf","True","True","in","True","False","0","False","True","True"
"de","html","png","True","True","in","True","False","0","False","True","True"
"de","html","pptx","True","True","in","True","False","0","False","True","True"
"de","html","rar","True","True","in","True","False","0","False","True","True"
"de","html","rtf","True","True","in","True","False","0","False","True","True"
"de","html","svg","True","True","in","True","False","0","False","True","True"
"de","html","tar","True","True","in","True","False","0","False","True","True"
"de","html","tar.bz2","True","True","in","True","False","0","False","True","True"
"de","html","tar.gz","True","True","in","True","False","0","False","True","True"
"de","html","tar.xz","True","True","in","True","False","0","False","True","True"
"de","html","tbz","True","True","in","True","False","0","False","True","True"
"de","html","tgz","True","True","in","True","False","0","False","True","True"
"de","html","tiff","True","True","in","True","False","0","False","True","True"
"de","html","tsv","True","True","in","True","False","0","False","True","True"
"de","html","txt","True","True","in","True","False","0","False","True","True"
"de","html","txz","True","True","in","True","False","0","False","True","True"
"de","html","wav","True","True","in","True","False","0","False","True","True"
"de","html","webm","True","True","in","True","False","0","False","True","True"
"de","html","webp","True","True","in","True","False","0","False","True","True"
"de","html","xlsx","True","True","in","True","False","0","False","True","True"
"de","html","zip","True","True","in","True","False","0","False","True","True"
"de","jpeg","7z","True","True","in","True","False","0","False","True","True"
"de","jpeg","aac","True","True","in","True","False","0","False","True","True"
"de","jpeg","aiff","True","True","in","True","False","0","False","True","True"
"de","jpeg","bmp","True","True","in","True","False","0","False","True","True"
"de","jpeg","csv","True","True","in","True","False","0","False","True","True"
"de","jpeg","docx","True","True","in","True","False","0","False","True","True"
"de","jpeg","flac","True","True","in","True","False","0","False","True","True"
"de","jpeg","gif","True","True","in","True","False","0","False","True","True"
"de","jpeg","html","True","True","in","True","False","0","False","True","True"
"de","jpeg","jpg","True","True","in","True","False","0","False","True","True"
"de","jpeg","json","True","True","in","True","False","0","False","True","True"
"de","jpeg","jsonl","True","True","in","True","False","0","False","True","True"
"de","jpeg","m4a","True","True","in","True","False","0","False","True","True"
"de","jpeg","m4v","True","True","in","True","False","0","False","True","True"
"de","jpeg","md","True","True","in","True","False","0","False","True","True"
"de","jpeg","mkv","True","True","in","True","False","0","False","True","True"
"de","jpeg","mov","True","True","in","True","False","0","False","True","True"
"de","jpeg","mp3","True","True","in","True","False","0","False","True","True"
"de","jpeg","mp4","True","True","in","True","False","0","False","True","True"
"de","jpeg","ogg","True","True","in","True","False","0","False","True","True"
"de","jpeg","opus","True","True","in","True","False","0","False","True","True"
"de","jpeg","pdf","True","True","in","True","False","0","False","True","True"
"de","jpeg","png","True","True","in","True","False","0","False","True","True"
"de","jpeg","pptx","True","True","in","True","False","0","False","True","True"
"de","jpeg","rar","True","True","in","True","False","0","False","True","True"
"de","jpeg","rtf","True","True","in","True","False","0","False","True","True"
"de","jpeg","svg","True","True","in","True","False","0","False","True","True"
"de","jpeg","tar","True","True","in","True","False","0","False","True","True"
"de","jpeg","tar.bz2","True","True","in","True","False","0","False","True","True"
"de","jpeg","tar.gz","True","True","in","True","False","0","False","True","True"
"de","jpeg","tar.xz","True","True","in","True","False","0","False","True","True"
"de","jpeg","tbz","True","True","in","True","False","0","False","True","True"
"de","jpeg","tgz","True","True","in","True","False","0","False","True","True"
"de","jpeg","tiff","True","True","in","True","False","0","False","True","True"
"de","jpeg","tsv","True","True","in","True","False","0","False","True","True"
"de","jpeg","txt","True","True","in","True","False","0","False","True","True"
"de","jpeg","txz","True","True","in","True","False","0","False","True","True"
"de","jpeg","wav","True","True","in","True","False","0","False","True","True"
"de","jpeg","webm","True","True","in","True","False","0","False","True","True"
"de","jpeg","webp","True","True","in","True","False","0","False","True","True"
"de","jpeg","xlsx","True","True","in","True","False","0","False","True","True"
"de","jpeg","zip","True","True","in","True","False","0","False","True","True"
"de","jpg","7z","True","True","in","True","False","0","False","True","True"
"de","jpg","aac","True","True","in","True","False","0","False","True","True"
"de","jpg","aiff","True","True","in","True","False","0","False","True","True"
"de","jpg","bmp","True","True","in","True","False","0","False","True","True"
"de","jpg","csv","True","True","in","True","False","0","False","True","True"
"de","jpg","docx","True","True","in","True","False","0","False","True","True"
"de","jpg","flac","True","True","in","True","False","0","False","True","True"
"de","jpg","gif","True","True","in","True","False","0","False","True","True"
"de","jpg","html","True","True","in","True","False","0","False","True","True"
"de","jpg","jpeg","True","True","in","True","False","0","False","True","True"
"de","jpg","json","True","True","in","True","False","0","False","True","True"
"de","jpg","jsonl","True","True","in","True","False","0","False","True","True"
"de","jpg","m4a","True","True","in","True","False","0","False","True","True"
"de","jpg","m4v","True","True","in","True","False","0","False","True","True"
"de","jpg","md","True","True","in","True","False","0","False","True","True"
"de","jpg","mkv","True","True","in","True","False","0","False","True","True"
"de","jpg","mov","True","True","in","True","False","0","False","True","True"
"de","jpg","mp3","True","True","in","True","False","0","False","True","True"
"de","jpg","mp4","True","True","in","True","False","0","False","True","True"
"de","jpg","ogg","True","True","in","True","False","0","False","True","True"
"de","jpg","opus","True","True","in","True","False","0","False","True","True"
"de","jpg","pdf","True","True","in","True","False","0","False","True","True"
"de","jpg","png","True","True","in","True","False","0","False","True","True"
"de","jpg","pptx","True","True","in","True","False","0","False","True","True"
"de","jpg","rar","True","True","in","True","False","0","False","True","True"
"de","jpg","rtf","True","True","in","True","False","0","False","True","True"
"de","jpg","svg","True","True","in","True","False","0","False","True","True"
"de","jpg","tar","True","True","in","True","False","0","False","True","True"
"de","jpg","tar.bz2","True","True","in","True","False","0","False","True","True"
"de","jpg","tar.gz","True","True","in","True","False","0","False","True","True"
"de","jpg","tar.xz","True","True","in","True","False","0","False","True","True"
"de","jpg","tbz","True","True","in","True","False","0","False","True","True"
"de","jpg","tgz","True","True","in","True","False","0","False","True","True"
"de","jpg","tiff","True","True","in","True","False","0","False","True","True"
"de","jpg","tsv","True","True","in","True","False","0","False","True","True"
"de","jpg","txt","True","True","in","True","False","0","False","True","True"
"de","jpg","txz","True","True","in","True","False","0","False","True","True"
"de","jpg","wav","True","True","in","True","False","0","False","True","True"
"de","jpg","webm","True","True","in","True","False","0","False","True","True"
"de","jpg","webp","True","True","in","True","False","0","False","True","True"
"de","jpg","xlsx","True","True","in","True","False","0","False","True","True"
"de","jpg","zip","True","True","in","True","False","0","False","True","True"
"de","json","7z","True","True","in","True","False","0","False","True","True"
"de","json","aac","True","True","in","True","False","0","False","True","True"
"de","json","aiff","True","True","in","True","False","0","False","True","True"
"de","json","bmp","True","True","in","True","False","0","False","True","True"
"de","json","csv","True","True","in","True","False","0","False","True","True"
"de","json","docx","True","True","in","True","False","0","False","True","True"
"de","json","flac","True","True","in","True","False","0","False","True","True"
"de","json","gif","True","True","in","True","False","0","False","True","True"
"de","json","html","True","True","in","True","False","0","False","True","True"
"de","json","jpeg","True","True","in","True","False","0","False","True","True"
"de","json","jpg","True","True","in","True","False","0","False","True","True"
"de","json","jsonl","True","True","in","True","False","0","False","True","True"
"de","json","m4a","True","True","in","True","False","0","False","True","True"
"de","json","m4v","True","True","in","True","False","0","False","True","True"
"de","json","md","True","True","in","True","False","0","False","True","True"
"de","json","mkv","True","True","in","True","False","0","False","True","True"
"de","json","mov","True","True","in","True","False","0","False","True","True"
"de","json","mp3","True","True","in","True","False","0","False","True","True"
"de","json","mp4","True","True","in","True","False","0","False","True","True"
"de","json","ogg","True","True","in","True","False","0","False","True","True"
"de","json","opus","True","True","in","True","False","0","False","True","True"
"de","json","pdf","True","True","in","True","False","0","False","True","True"
"de","json","png","True","True","in","True","False","0","False","True","True"
"de","json","pptx","True","True","in","True","False","0","False","True","True"
"de","json","rar","True","True","in","True","False","0","False","True","True"
"de","json","rtf","True","True","in","True","False","0","False","True","True"
"de","json","svg","True","True","in","True","False","0","False","True","True"
"de","json","tar","True","True","in","True","False","0","False","True","True"
"de","json","tar.bz2","True","True","in","True","False","0","False","True","True"
"de","json","tar.gz","True","True","in","True","False","0","False","True","True"
"de","json","tar.xz","True","True","in","True","False","0","False","True","True"
"de","json","tbz","True","True","in","True","False","0","False","True","True"
"de","json","tgz","True","True","in","True","False","0","False","True","True"
"de","json","tiff","True","True","in","True","False","0","False","True","True"
"de","json","tsv","True","True","in","True","False","0","False","True","True"
"de","json","txt","True","True","in","True","False","0","False","True","True"
"de","json","txz","True","True","in","True","False","0","False","True","True"
"de","json","wav","True","True","in","True","False","0","False","True","True"
"de","json","webm","True","True","in","True","False","0","False","True","True"
"de","json","webp","True","True","in","True","False","0","False","True","True"
"de","json","xlsx","True","True","in","True","False","0","False","True","True"
"de","json","zip","True","True","in","True","False","0","False","True","True"
"de","jsonl","7z","True","True","in","True","False","0","False","True","True"
"de","jsonl","aac","True","True","in","True","False","0","False","True","True"
"de","jsonl","aiff","True","True","in","True","False","0","False","True","True"
"de","jsonl","bmp","True","True","in","True","False","0","False","True","True"
"de","jsonl","csv","True","True","in","True","False","0","False","True","True"
"de","jsonl","docx","True","True","in","True","False","0","False","True","True"
"de","jsonl","flac","True","True","in","True","False","0","False","True","True"
"de","jsonl","gif","True","True","in","True","False","0","False","True","True"
"de","jsonl","html","True","True","in","True","False","0","False","True","True"
"de","jsonl","jpeg","True","True","in","True","False","0","False","True","True"
"de","jsonl","jpg","True","True","in","True","False","0","False","True","True"
"de","jsonl","json","True","True","in","True","False","0","False","True","True"
"de","jsonl","m4a","True","True","in","True","False","0","False","True","True"
"de","jsonl","m4v","True","True","in","True","False","0","False","True","True"
"de","jsonl","md","True","True","in","True","False","0","False","True","True"
"de","jsonl","mkv","True","True","in","True","False","0","False","True","True"
"de","jsonl","mov","True","True","in","True","False","0","False","True","True"
"de","jsonl","mp3","True","True","in","True","False","0","False","True","True"
"de","jsonl","mp4","True","True","in","True","False","0","False","True","True"
"de","jsonl","ogg","True","True","in","True","False","0","False","True","True"
"de","jsonl","opus","True","True","in","True","False","0","False","True","True"
"de","jsonl","pdf","True","True","in","True","False","0","False","True","True"
"de","jsonl","png","True","True","in","True","False","0","False","True","True"
"de","jsonl","pptx","True","True","in","True","False","0","False","True","True"
"de","jsonl","rar","True","True","in","True","False","0","False","True","True"
"de","jsonl","rtf","True","True","in","True","False","0","False","True","True"
"de","jsonl","svg","True","True","in","True","False","0","False","True","True"
"de","jsonl","tar","True","True","in","True","False","0","False","True","True"
"de","jsonl","tar.bz2","True","True","in","True","False","0","False","True","True"
"de","jsonl","tar.gz","True","True","in","True","False","0","False","True","True"
"de","jsonl","tar.xz","True","True","in","True","False","0","False","True","True"
"de","jsonl","tbz","True","True","in","True","False","0","False","True","True"
"de","jsonl","tgz","True","True","in","True","False","0","False","True","True"
"de","jsonl","tiff","True","True","in","True","False","0","False","True","True"
"de","jsonl","tsv","True","True","in","True","False","0","False","True","True"
"de","jsonl","txt","True","True","in","True","False","0","False","True","True"
"de","jsonl","txz","True","True","in","True","False","0","False","True","True"
"de","jsonl","wav","True","True","in","True","False","0","False","True","True"
"de","jsonl","webm","True","True","in","True","False","0","False","True","True"
"de","jsonl","webp","True","True","in","True","False","0","False","True","True"
"de","jsonl","xlsx","True","True","in","True","False","0","False","True","True"
"de","jsonl","zip","True","True","in","True","False","0","False","True","True"
"de","m4a","7z","True","True","in","True","False","0","False","True","True"
"de","m4a","aac","True","True","in","True","False","0","False","True","True"
"de","m4a","aiff","True","True","in","True","False","0","False","True","True"
"de","m4a","bmp","True","True","in","True","False","0","False","True","True"
"de","m4a","csv","True","True","in","True","False","0","False","True","True"
"de","m4a","docx","True","True","in","True","False","0","False","True","True"
"de","m4a","flac","True","True","in","True","False","0","False","True","True"
"de","m4a","gif","True","True","in","True","False","0","False","True","True"
"de","m4a","html","True","True","in","True","False","0","False","True","True"
"de","m4a","jpeg","True","True","in","True","False","0","False","True","True"
"de","m4a","jpg","True","True","in","True","False","0","False","True","True"
"de","m4a","json","True","True","in","True","False","0","False","True","True"
"de","m4a","jsonl","True","True","in","True","False","0","False","True","True"
"de","m4a","m4v","True","True","in","True","False","0","False","True","True"
"de","m4a","md","True","True","in","True","False","0","False","True","True"
"de","m4a","mkv","True","True","in","True","False","0","False","True","True"
"de","m4a","mov","True","True","in","True","False","0","False","True","True"
"de","m4a","mp3","True","True","in","True","False","0","False","True","True"
"de","m4a","mp4","True","True","in","True","False","0","False","True","True"
"de","m4a","ogg","True","True","in","True","False","0","False","True","True"
"de","m4a","opus","True","True","in","True","False","0","False","True","True"
"de","m4a","pdf","True","True","in","True","False","0","False","True","True"
"de","m4a","png","True","True","in","True","False","0","False","True","True"
"de","m4a","pptx","True","True","in","True","False","0","False","True","True"
"de","m4a","rar","True","True","in","True","False","0","False","True","True"
"de","m4a","rtf","True","True","in","True","False","0","False","True","True"
"de","m4a","svg","True","True","in","True","False","0","False","True","True"
"de","m4a","tar","True","True","in","True","False","0","False","True","True"
"de","m4a","tar.bz2","True","True","in","True","False","0","False","True","True"
"de","m4a","tar.gz","True","True","in","True","False","0","False","True","True"
"de","m4a","tar.xz","True","True","in","True","False","0","False","True","True"
"de","m4a","tbz","True","True","in","True","False","0","False","True","True"
"de","m4a","tgz","True","True","in","True","False","0","False","True","True"
"de","m4a","tiff","True","True","in","True","False","0","False","True","True"
"de","m4a","tsv","True","True","in","True","False","0","False","True","True"
"de","m4a","txt","True","True","in","True","False","0","False","True","True"
"de","m4a","txz","True","True","in","True","False","0","False","True","True"
"de","m4a","wav","True","True","in","True","False","0","False","True","True"
"de","m4a","webm","True","True","in","True","False","0","False","True","True"
"de","m4a","webp","True","True","in","True","False","0","False","True","True"
"de","m4a","xlsx","True","True","in","True","False","0","False","True","True"
"de","m4a","zip","True","True","in","True","False","0","False","True","True"
"de","m4v","7z","True","True","in","True","False","0","False","True","True"
"de","m4v","aac","True","True","in","True","False","0","False","True","True"
"de","m4v","aiff","True","True","in","True","False","0","False","True","True"
"de","m4v","bmp","True","True","in","True","False","0","False","True","True"
"de","m4v","csv","True","True","in","True","False","0","False","True","True"
"de","m4v","docx","True","True","in","True","False","0","False","True","True"
"de","m4v","flac","True","True","in","True","False","0","False","True","True"
"de","m4v","gif","True","True","in","True","False","0","False","True","True"
"de","m4v","html","True","True","in","True","False","0","False","True","True"
"de","m4v","jpeg","True","True","in","True","False","0","False","True","True"
"de","m4v","jpg","True","True","in","True","False","0","False","True","True"
"de","m4v","json","True","True","in","True","False","0","False","True","True"
"de","m4v","jsonl","True","True","in","True","False","0","False","True","True"
"de","m4v","m4a","True","True","in","True","False","0","False","True","True"
"de","m4v","md","True","True","in","True","False","0","False","True","True"
"de","m4v","mkv","True","True","in","True","False","0","False","True","True"
"de","m4v","mov","True","True","in","True","False","0","False","True","True"
"de","m4v","mp3","True","True","in","True","False","0","False","True","True"
"de","m4v","mp4","True","True","in","True","False","0","False","True","True"
"de","m4v","ogg","True","True","in","True","False","0","False","True","True"
"de","m4v","opus","True","True","in","True","False","0","False","True","True"
"de","m4v","pdf","True","True","in","True","False","0","False","True","True"
"de","m4v","png","True","True","in","True","False","0","False","True","True"
"de","m4v","pptx","True","True","in","True","False","0","False","True","True"
"de","m4v","rar","True","True","in","True","False","0","False","True","True"
"de","m4v","rtf","True","True","in","True","False","0","False","True","True"
"de","m4v","svg","True","True","in","True","False","0","False","True","True"
"de","m4v","tar","True","True","in","True","False","0","False","True","True"
"de","m4v","tar.bz2","True","True","in","True","False","0","False","True","True"
"de","m4v","tar.gz","True","True","in","True","False","0","False","True","True"
"de","m4v","tar.xz","True","True","in","True","False","0","False","True","True"
"de","m4v","tbz","True","True","in","True","False","0","False","True","True"
"de","m4v","tgz","True","True","in","True","False","0","False","True","True"
"de","m4v","tiff","True","True","in","True","False","0","False","True","True"
"de","m4v","tsv","True","True","in","True","False","0","False","True","True"
"de","m4v","txt","True","True","in","True","False","0","False","True","True"
"de","m4v","txz","True","True","in","True","False","0","False","True","True"
"de","m4v","wav","True","True","in","True","False","0","False","True","True"
"de","m4v","webm","True","True","in","True","False","0","False","True","True"
"de","m4v","webp","True","True","in","True","False","0","False","True","True"
"de","m4v","xlsx","True","True","in","True","False","0","False","True","True"
"de","m4v","zip","True","True","in","True","False","0","False","True","True"
"de","md","7z","True","True","in","True","False","0","False","True","True"
"de","md","aac","True","True","in","True","False","0","False","True","True"
"de","md","aiff","True","True","in","True","False","0","False","True","True"
"de","md","bmp","True","True","in","True","False","0","False","True","True"
"de","md","csv","True","True","in","True","False","0","False","True","True"
"de","md","docx","True","True","in","True","False","0","False","True","True"
"de","md","flac","True","True","in","True","False","0","False","True","True"
"de","md","gif","True","True","in","True","False","0","False","True","True"
"de","md","html","True","True","in","True","False","0","False","True","True"
"de","md","jpeg","True","True","in","True","False","0","False","True","True"
"de","md","jpg","True","True","in","True","False","0","False","True","True"
"de","md","json","True","True","in","True","False","0","False","True","True"
"de","md","jsonl","True","True","in","True","False","0","False","True","True"
"de","md","m4a","True","True","in","True","False","0","False","True","True"
"de","md","m4v","True","True","in","True","False","0","False","True","True"
"de","md","mkv","True","True","in","True","False","0","False","True","True"
"de","md","mov","True","True","in","True","False","0","False","True","True"
"de","md","mp3","True","True","in","True","False","0","False","True","True"
"de","md","mp4","True","True","in","True","False","0","False","True","True"
"de","md","ogg","True","True","in","True","False","0","False","True","True"
"de","md","opus","True","True","in","True","False","0","False","True","True"
"de","md","pdf","True","True","in","True","False","0","False","True","True"
"de","md","png","True","True","in","True","False","0","False","True","True"
"de","md","pptx","True","True","in","True","False","0","False","True","True"
"de","md","rar","True","True","in","True","False","0","False","True","True"
"de","md","rtf","True","True","in","True","False","0","False","True","True"
"de","md","svg","True","True","in","True","False","0","False","True","True"
"de","md","tar","True","True","in","True","False","0","False","True","True"
"de","md","tar.bz2","True","True","in","True","False","0","False","True","True"
"de","md","tar.gz","True","True","in","True","False","0","False","True","True"
"de","md","tar.xz","True","True","in","True","False","0","False","True","True"
"de","md","tbz","True","True","in","True","False","0","False","True","True"
"de","md","tgz","True","True","in","True","False","0","False","True","True"
"de","md","tiff","True","True","in","True","False","0","False","True","True"
"de","md","tsv","True","True","in","True","False","0","False","True","True"
"de","md","txt","True","True","in","True","False","0","False","True","True"
"de","md","txz","True","True","in","True","False","0","False","True","True"
"de","md","wav","True","True","in","True","False","0","False","True","True"
"de","md","webm","True","True","in","True","False","0","False","True","True"
"de","md","webp","True","True","in","True","False","0","False","True","True"
"de","md","xlsx","True","True","in","True","False","0","False","True","True"
"de","md","zip","True","True","in","True","False","0","False","True","True"
"de","mkv","7z","True","True","in","True","False","0","False","True","True"
"de","mkv","aac","True","True","in","True","False","0","False","True","True"
"de","mkv","aiff","True","True","in","True","False","0","False","True","True"
"de","mkv","bmp","True","True","in","True","False","0","False","True","True"
"de","mkv","csv","True","True","in","True","False","0","False","True","True"
"de","mkv","docx","True","True","in","True","False","0","False","True","True"
"de","mkv","flac","True","True","in","True","False","0","False","True","True"
"de","mkv","gif","True","True","in","True","False","0","False","True","True"
"de","mkv","html","True","True","in","True","False","0","False","True","True"
"de","mkv","jpeg","True","True","in","True","False","0","False","True","True"
"de","mkv","jpg","True","True","in","True","False","0","False","True","True"
"de","mkv","json","True","True","in","True","False","0","False","True","True"
"de","mkv","jsonl","True","True","in","True","False","0","False","True","True"
"de","mkv","m4a","True","True","in","True","False","0","False","True","True"
"de","mkv","m4v","True","True","in","True","False","0","False","True","True"
"de","mkv","md","True","True","in","True","False","0","False","True","True"
"de","mkv","mov","True","True","in","True","False","0","False","True","True"
"de","mkv","mp3","True","True","in","True","False","0","False","True","True"
"de","mkv","mp4","True","True","in","True","False","0","False","True","True"
"de","mkv","ogg","True","True","in","True","False","0","False","True","True"
"de","mkv","opus","True","True","in","True","False","0","False","True","True"
"de","mkv","pdf","True","True","in","True","False","0","False","True","True"
"de","mkv","png","True","True","in","True","False","0","False","True","True"
"de","mkv","pptx","True","True","in","True","False","0","False","True","True"
"de","mkv","rar","True","True","in","True","False","0","False","True","True"
"de","mkv","rtf","True","True","in","True","False","0","False","True","True"
"de","mkv","svg","True","True","in","True","False","0","False","True","True"
"de","mkv","tar","True","True","in","True","False","0","False","True","True"
"de","mkv","tar.bz2","True","True","in","True","False","0","False","True","True"
"de","mkv","tar.gz","True","True","in","True","False","0","False","True","True"
"de","mkv","tar.xz","True","True","in","True","False","0","False","True","True"
"de","mkv","tbz","True","True","in","True","False","0","False","True","True"
"de","mkv","tgz","True","True","in","True","False","0","False","True","True"
"de","mkv","tiff","True","True","in","True","False","0","False","True","True"
"de","mkv","tsv","True","True","in","True","False","0","False","True","True"
"de","mkv","txt","True","True","in","True","False","0","False","True","True"
"de","mkv","txz","True","True","in","True","False","0","False","True","True"
"de","mkv","wav","True","True","in","True","False","0","False","True","True"
"de","mkv","webm","True","True","in","True","False","0","False","True","True"
"de","mkv","webp","True","True","in","True","False","0","False","True","True"
"de","mkv","xlsx","True","True","in","True","False","0","False","True","True"
"de","mkv","zip","True","True","in","True","False","0","False","True","True"
"de","mov","7z","True","True","in","True","False","0","False","True","True"
"de","mov","aac","True","True","in","True","False","0","False","True","True"
"de","mov","aiff","True","True","in","True","False","0","False","True","True"
"de","mov","bmp","True","True","in","True","False","0","False","True","True"
"de","mov","csv","True","True","in","True","False","0","False","True","True"
"de","mov","docx","True","True","in","True","False","0","False","True","True"
"de","mov","flac","True","True","in","True","False","0","False","True","True"
"de","mov","gif","True","True","in","True","False","0","False","True","True"
"de","mov","html","True","True","in","True","False","0","False","True","True"
"de","mov","jpeg","True","True","in","True","False","0","False","True","True"
"de","mov","jpg","True","True","in","True","False","0","False","True","True"
"de","mov","json","True","True","in","True","False","0","False","True","True"
"de","mov","jsonl","True","True","in","True","False","0","False","True","True"
"de","mov","m4a","True","True","in","True","False","0","False","True","True"
"de","mov","m4v","True","True","in","True","False","0","False","True","True"
"de","mov","md","True","True","in","True","False","0","False","True","True"
"de","mov","mkv","True","True","in","True","False","0","False","True","True"
"de","mov","mp3","True","True","in","True","False","0","False","True","True"
"de","mov","mp4","True","True","in","True","False","0","False","True","True"
"de","mov","ogg","True","True","in","True","False","0","False","True","True"
"de","mov","opus","True","True","in","True","False","0","False","True","True"
"de","mov","pdf","True","True","in","True","False","0","False","True","True"
"de","mov","png","True","True","in","True","False","0","False","True","True"
"de","mov","pptx","True","True","in","True","False","0","False","True","True"
"de","mov","rar","True","True","in","True","False","0","False","True","True"
"de","mov","rtf","True","True","in","True","False","0","False","True","True"
"de","mov","svg","True","True","in","True","False","0","False","True","True"
"de","mov","tar","True","True","in","True","False","0","False","True","True"
"de","mov","tar.bz2","True","True","in","True","False","0","False","True","True"
"de","mov","tar.gz","True","True","in","True","False","0","False","True","True"
